city,cloudiness,co,date,delay,event_code,event_desc,feels_like,gb-defra-index,hour,humidity,iconCategory,latitude,length,longitude,magnitudeOfDelay,minute,o3,pm10,pm2_5,pollution_level,pressure,so2,temperature,us-epa-index,uv,visibility,weather_desc,wind_deg,weather_main,wind_speed
da nang,63,1246.5776127777458,2025-01-11,250,104,Heavy congestion,290.6106608481255,8,4,61,8,16.507996902242734,130.848241482449,109.31412914823497,3,35,118.44344021508863,106.85028200401172,95.13843631561235,High,1021.8348178787033,18.718638731996016,304.9318462105723,5,5,14693,few clouds,55,Thunderstorm,6.486254112360732
ha noi,89,1370.5207871799876,2025-01-12,119,106,Other,298.54240826282694,5,14,63,5,16.222526175285445,122.97554665217409,108.0059092124952,2,17,58.54239032615519,64.52959271921206,95.47099179472919,Moderate,1018.194654422093,28.533090146225415,309.48873445909663,4,9,10484,rain,78,Clear,1.023810775110391
da nang,74,1379.407032663019,2025-01-13,206,100,Other,308.416182052393,3,21,92,2,17.578835215916964,132.39458341984113,109.44826147073466,3,9,139.93905256795637,103.8449818160051,61.58596760269559,High,1020.2132514823442,27.672808884132845,296.9939674762842,1,3,11256,clear sky,94,Clouds,8.353160552384525
ha noi,87,944.8436519426493,2025-01-14,81,107,Accident,308.82707180135986,2,10,70,7,16.869102922410235,276.60156469754986,109.49411667852378,2,42,134.59402732566755,65.55678001093776,69.51972263275742,Moderate,1007.8605204217021,14.171294542619947,294.45694601301557,1,7,10323,scattered clouds,40,Clear,2.848636100922487
ho chi minh city,23,1178.2694256947361,2025-01-15,269,107,Heavy congestion,290.7375770421238,9,14,82,8,15.478784201272507,167.71958630101005,109.45193159819094,3,9,108.9875452565986,70.56047251671592,121.43526055797118,Moderate,1002.0921258822352,16.072221766588743,298.7361811531156,4,3,19011,rain,105,Rain,2.7649371952596127
ha noi,78,1103.689154358707,2025-01-16,17,102,Heavy congestion,300.3750488922266,2,5,59,6,16.8702469085343,146.4890551676662,109.98861612554866,2,0,56.511797428511734,115.8485344411541,121.81614885664821,Moderate,1020.1589308459527,16.341970674785735,301.41403681386674,3,4,6013,scattered clouds,346,Clear,2.566208029705239
ho chi minh city,77,1014.1453603072844,2025-01-17,275,100,Closed,305.5385460997116,7,9,49,4,16.578327794084014,54.834767890569466,108.59665077641888,2,0,74.3374484795466,124.75427790277584,147.92500885739938,Low,1006.9606304689328,26.549817752029096,297.77515864247414,1,6,10261,rain,221,Clouds,5.915593299005955
da nang,80,889.2158103002737,2025-01-18,145,102,Stationary traffic,297.9597242776271,4,21,46,5,15.822617509928222,255.06536613366964,109.58071228209812,4,42,85.84297408770621,93.94640974678259,120.59849303635632,Moderate,1024.3396215820173,22.929444293149775,294.8158529779531,2,4,14237,clear sky,134,Rain,0.7610279531263888
ho chi minh city,22,889.7335300829953,2025-01-19,230,104,Road maintenance,291.3832067748454,5,7,76,7,17.606983314826028,281.9849561925533,108.66535923930869,4,33,101.28244827723073,61.806287264148764,116.20896525661986,High,1001.640861130158,23.221486698864943,292.9043475512313,3,4,11013,scattered clouds,24,Thunderstorm,2.981498168193864
da nang,28,1488.7701151628394,2025-01-20,273,101,Accident,309.4307865549848,3,3,45,8,16.143885219014717,65.89749076229135,109.54022366871916,3,35,100.71899075936682,60.8168184936995,131.20575691989436,Low,1015.3382169987491,28.004359928993843,292.88235278352226,2,9,19919,thunderstorm,37,Clouds,9.604830607703283
da nang,40,817.3264644549133,2025-01-21,280,101,Accident,295.1651848684257,4,10,96,9,15.90106874197814,198.75594417321264,108.43069877926882,2,30,121.3626829672933,70.31117707113916,118.49447949598071,High,1018.8083452548449,12.627415975070928,300.2697849591196,1,10,10858,scattered clouds,331,Thunderstorm,0.9493869910185551
ho chi minh city,5,1286.4399122853608,2025-01-22,75,108,Heavy congestion,308.81734062559,4,8,47,4,16.589113656951234,279.74107375650885,107.0821764935069,2,37,106.80772947112601,82.79961038652412,115.36358702998037,Moderate,1011.2749346663551,13.666599939092297,302.0870299186245,1,5,14897,clear sky,21,Thunderstorm,2.7828133531341535
da nang,72,1467.40974148013,2025-01-23,16,105,Road maintenance,305.32171742165326,3,12,89,7,15.395507415161884,137.45989704875257,108.53177277537915,4,33,109.1835793927348,144.04282785754737,108.94701070971898,Moderate,1011.0443075991255,18.333447742025925,305.0084612788357,3,2,16263,rain,6,Thunderstorm,6.324614086437283
ha noi,98,1104.6634315152553,2025-01-24,209,102,Accident,304.985403666803,8,16,40,2,17.870991315046997,103.73618124821195,107.14216104645479,2,21,103.44504991001635,131.88208602976658,112.51566118311581,Moderate,1004.8470270238341,12.037629529024333,301.6359728661399,2,0,13996,clear sky,231,Rain,9.519593209151324
da nang,35,822.9065424438481,2025-01-25,179,103,Closed,294.6410710164534,5,22,33,9,15.563714156980298,278.2985207333207,107.68215245086215,1,38,141.60098179587575,95.76959057709328,107.35972512305506,High,1010.2526432286487,14.802503275034848,305.66947032394205,2,1,19881,rain,321,Thunderstorm,2.9400531406845327
ha noi,26,1291.3112941982092,2025-01-26,172,105,Road maintenance,290.3050607539628,1,3,64,1,15.955062770029622,245.2284916930261,107.720296331239,4,19,121.46836987076107,122.19581834095177,107.59853329720019,Low,1017.3207292476977,21.42736299578532,300.2967924255088,3,8,17577,rain,317,Clear,3.5904590762927375
ho chi minh city,63,845.8574792919978,2025-01-27,45,106,Queuing traffic,293.52269722755904,6,10,41,8,16.462408623922958,282.1893166248352,109.47348139134844,4,15,115.8995703931869,86.08381293847526,135.23884395741612,Moderate,1004.3509052652233,18.762631318683713,291.3280971602113,2,2,14674,scattered clouds,193,Rain,5.313401461747278
ho chi minh city,39,1376.8003233746322,2025-01-28,228,101,Heavy congestion,302.65902356051856,4,3,75,9,15.390531967237942,95.13182646753644,107.10411434375418,1,54,123.73545106201135,104.48700377188702,68.50601335770084,Moderate,1013.2800228750062,28.717436030716186,296.98092762494866,2,1,13857,rain,116,Clear,6.700303004998599
ha noi,85,975.2897938032894,2025-01-29,164,103,Road maintenance,309.215342934799,8,6,61,7,17.26851598544827,217.29990196216465,109.65004686665462,3,19,115.17501022535409,133.5910977365853,97.62040136874631,Low,1021.4100885168988,25.88470462650322,290.93142323462365,2,4,17781,clear sky,217,Clouds,8.957555498562932
da nang,24,1020.6006686008684,2025-01-30,272,100,Other,302.81279817545806,8,14,36,1,17.89263050816844,93.84764375508922,108.29054617868243,2,7,87.15234446999304,143.41434270587683,62.50338212526666,Low,1015.4891448001827,25.11702505801455,301.4076196863506,1,1,17871,few clouds,267,Clouds,5.500256248077158
da nang,1,941.5451627861565,2025-01-31,201,105,Other,290.0571029694582,9,9,64,6,17.802925724795607,197.04585299518007,108.7776953353987,4,38,56.41110956888677,68.81872513743028,112.02139198104626,Moderate,1010.5806189928259,19.910942262738544,304.89685784914184,3,7,17527,rain,92,Rain,3.0614249090436814
ho chi minh city,36,1278.7937261094273,2025-02-01,134,101,Heavy congestion,300.7451854345527,7,11,41,9,15.445983850860857,63.78144356734259,109.59900386524683,3,2,77.89937730389714,65.56279882795224,101.11247469527058,Moderate,1008.7032984660624,26.29623253296761,308.00109157399663,2,9,13665,rain,239,Clouds,3.2536517241685394
da nang,47,813.9135363046632,2025-02-02,26,109,Closed,304.80754725178315,6,10,74,4,15.246743706074511,218.4753743354176,108.4660253184615,1,25,112.12208636703676,125.22704118121347,73.87530271876167,Moderate,1001.9456454294575,10.590729133551843,291.12720715294046,2,1,15339,thunderstorm,54,Clear,7.289330311539839
ho chi minh city,73,1357.7018528493943,2025-02-03,299,101,Other,308.0836706778081,1,9,32,4,17.304353682817414,245.09806323415415,107.25739896921206,3,16,76.40300685673078,58.36567708481889,84.39081777930589,Moderate,1007.4670971227206,14.098389037549723,308.433322838419,4,7,10853,rain,330,Thunderstorm,6.880414849472746
ho chi minh city,37,1082.0103943397557,2025-02-04,68,109,Other,295.62769986484216,4,12,43,1,15.060564294608998,175.4528605017992,108.32068623166921,4,56,50.769858541866064,111.48318299039516,54.90349423903147,Low,1011.2365870945656,29.13679461045569,290.7381730512781,1,1,15780,thunderstorm,170,Rain,3.1808864868481015
da nang,65,1028.0811420209805,2025-02-05,153,104,Accident,308.2472794292041,5,23,99,3,16.315514335687908,138.79717662827886,108.95690670946834,1,39,88.91734040294364,145.34690907454032,107.9501813483751,Moderate,1017.8197663553252,25.360890988728276,303.21126719347853,1,1,12112,scattered clouds,228,Thunderstorm,5.37482200375779
ha noi,47,1234.9383960359235,2025-02-06,289,100,Queuing traffic,308.19356048551276,9,16,94,5,17.447124915038774,293.8342529151877,107.14780547974382,1,38,136.33874749604846,64.63790317461691,64.07280260847615,High,1004.2162401862756,18.092180814590435,304.23651460839295,5,6,12788,scattered clouds,136,Clear,4.42065026075611
ho chi minh city,79,915.032685200388,2025-02-07,97,101,Road maintenance,299.61150344520655,3,16,68,7,16.943574674218297,182.92680949990608,109.66429066745457,2,43,55.497145711465166,117.13429664345493,143.86942332549307,Moderate,1018.9418023390705,14.633618289633532,303.8871356092595,3,2,6913,few clouds,112,Rain,6.537570458968617
ho chi minh city,27,897.0604655201641,2025-02-08,283,109,Stationary traffic,295.71564354617317,3,9,52,1,17.046214027575406,184.97943612790672,107.76479051780723,1,49,132.05663821258577,56.34746595476776,144.8045384374416,High,1008.8410093983366,22.5040551785424,298.5107411080211,2,9,19644,scattered clouds,252,Clouds,7.807731316210976
da nang,62,1454.4769653606481,2025-02-09,37,100,Queuing traffic,293.40772772135966,3,21,25,2,15.74558137146619,83.8552197533665,109.37818359861363,1,19,66.2606349580424,121.18327167905151,130.2717261874095,Low,1021.2362933722625,17.727356574879643,297.22660085984285,1,7,19264,scattered clouds,272,Clouds,9.556367940374246
ha noi,50,1066.5485801559987,2025-02-10,289,103,Road maintenance,297.3814671786783,9,9,24,6,17.77518210285244,287.3911989757262,107.77934969505276,4,45,72.9060123396572,130.43532973072843,121.10111769384267,Low,1024.0849543601623,14.490896885335713,306.19297481609357,1,7,7871,few clouds,163,Thunderstorm,3.5622156527846496
da nang,23,1072.9732750440248,2025-02-11,258,105,Road maintenance,309.65007833974363,10,0,26,7,15.688482451046498,93.44879839458329,108.16046998756572,1,41,145.63305354837289,59.281886473655,74.16339544742816,High,1005.9008927859671,15.04192274450161,296.5354704420257,2,5,15274,scattered clouds,107,Clear,1.7411102600011863
ha noi,2,896.201995307799,2025-02-12,114,108,Closed,296.98285991577325,4,15,46,2,17.60510514197059,132.87229713508594,107.72762082944824,4,0,105.12738117570177,87.08492477984362,117.43036129002256,High,1004.9351838685478,26.81639348829615,307.6035842638782,2,7,12324,scattered clouds,148,Thunderstorm,6.802418907917323
da nang,20,1174.126210681954,2025-02-13,286,105,Road maintenance,308.3201498440098,2,15,80,1,17.0574675347617,104.23226171997248,108.85034480470316,2,51,145.30911474866048,63.107171261005114,55.71475779030468,High,1020.8502106633536,11.98105549712678,293.455698557389,3,8,9642,rain,182,Thunderstorm,9.38942584445417
ha noi,89,1326.4236401811422,2025-02-14,209,109,Stationary traffic,305.7133906785072,5,15,32,1,17.528675339377827,115.66147060627888,107.45430243214315,2,50,72.26965129584734,148.44327720737581,64.21031959671906,High,1022.3038185675299,12.311397312858078,305.00536278917434,2,6,15914,scattered clouds,127,Clear,7.211811983776143
da nang,78,1101.180277989704,2025-02-15,80,101,Queuing traffic,290.3435376566012,3,4,68,1,17.540948559009276,140.66205203425574,107.4116491567067,2,7,72.24724215626813,136.40233178672784,137.04876249001714,Moderate,1024.5487329633165,14.66174550981943,309.13087480205843,4,1,13508,few clouds,180,Clear,7.876825254545446
ho chi minh city,16,1153.8286551561828,2025-02-16,98,102,Accident,299.0360334672104,3,11,93,5,15.666175155145105,215.29329870873343,108.85852730184403,3,8,88.70465446403709,76.728672361738,60.0543042157668,Low,1018.0710284149762,18.553219534729678,298.40308260252846,2,1,16395,scattered clouds,166,Rain,9.762261284335516
da nang,83,1145.28904187541,2025-02-17,24,101,Accident,299.0307546442581,1,1,88,2,15.142728346781055,69.19737869377863,109.5565570122535,3,54,118.57034965729316,101.95989496852737,131.09508100138623,Low,1018.5119565672444,12.857025536347846,294.80969335766224,1,1,8896,thunderstorm,317,Rain,3.0178432236728074
ha noi,10,1274.521372026199,2025-02-18,185,107,Stationary traffic,302.7018314519755,7,6,75,8,16.302085667026788,62.35494676185739,108.62242694535806,2,47,60.57812879183254,145.59041812933236,144.3974256060648,Low,1003.3249844646068,11.813252877058387,304.39352873344734,3,6,8886,scattered clouds,301,Clouds,3.0285337555552543
ha noi,35,947.181039324281,2025-02-19,87,109,Queuing traffic,294.00311026402477,7,17,31,7,15.993559629492367,74.44008798112338,108.45501041011815,1,51,131.12794339153584,149.96034499916027,122.3118072169425,Moderate,1016.9738398296121,20.986872251281877,301.89802845073405,5,4,5821,scattered clouds,95,Thunderstorm,4.125252494285714
ha noi,94,1098.218672403997,2025-02-20,99,109,Queuing traffic,294.79843211939766,8,11,94,6,15.293087468545776,168.025425239186,107.89283728720407,1,28,109.3659056459934,90.39646039470134,71.83461220182603,Low,1001.6737306955323,21.622479359129514,292.64405255414925,4,10,5821,few clouds,342,Clear,6.8335440056633665
ha noi,89,1491.9056182233917,2025-02-21,88,105,Accident,307.2811233169889,6,11,30,7,15.301148802263475,131.22817543854626,109.8290960956347,2,47,83.19230142517276,108.12858777873623,110.05694881229711,High,1013.8068190749686,22.275261445738703,300.6889239373693,5,8,16885,scattered clouds,3,Clear,5.4043201621629775
da nang,89,1213.8275220187431,2025-02-22,35,107,Other,291.0615414360443,6,10,85,8,16.422566101849952,296.34807362827837,109.36052128194616,1,25,142.58602651409677,148.82622210020912,132.7712732138051,Moderate,1007.923299447171,23.397246245978295,294.39277225598374,5,7,13509,scattered clouds,43,Clear,6.678659014752319
ho chi minh city,5,992.6000166613858,2025-02-23,257,104,Queuing traffic,300.45837061054436,3,18,85,6,17.472621565256762,80.4426421375571,109.75709597770148,4,13,74.50797862072064,128.4848202898183,128.67777535677772,Moderate,1011.2585637458637,29.061885209890978,309.56407924171765,3,0,19804,clear sky,28,Clear,8.594428755727801
da nang,49,921.1188695447958,2025-02-24,205,104,Heavy congestion,299.24730235544627,3,18,91,9,15.97132605235692,65.02286843999073,107.73548566636744,1,14,91.6638502479538,55.953432784524225,69.16248510963342,Moderate,1021.1341409700323,23.645547332516752,292.1585459414948,4,2,11152,thunderstorm,202,Rain,8.01085522267139
ha noi,70,1357.0979167684338,2025-02-25,179,102,Stationary traffic,299.8918016518608,7,0,83,9,16.690717924062394,167.0624018017411,108.39988558892216,4,56,125.53633004945027,116.2704138855056,107.91584140595427,High,1009.3005109203792,24.727578680579157,309.0812712334634,2,8,9515,rain,4,Clouds,4.378697104586785
da nang,11,1421.4377391781122,2025-02-26,194,108,Heavy congestion,301.16191987065275,3,10,91,4,16.77526406514265,298.60210208224885,108.38262716666836,2,46,126.91074531266933,62.17032902790862,53.89926711270324,High,1016.345104840981,16.20536513843597,307.7172928732305,4,2,9228,clear sky,211,Clear,7.94148380132832
da nang,42,1324.0236074510888,2025-02-27,48,100,Closed,308.0804761681603,3,0,65,8,17.550643046436143,57.06355693952526,109.4817487032839,4,53,65.4979916168808,117.85795458974711,50.02585139879346,High,1003.016323305794,26.680469304920724,292.7393809961681,5,10,10041,scattered clouds,267,Clear,2.457345821687822
ha noi,41,847.4515840598822,2025-02-28,91,106,Road maintenance,308.7444046305169,10,22,66,2,15.271693409011949,240.68284417812038,107.95339944243437,1,11,50.679203842717335,65.13091394730147,69.8506008763382,High,1013.824139881029,22.32695417345564,301.49011434744887,3,5,6475,clear sky,54,Thunderstorm,3.4670719884642707
ho chi minh city,84,1145.600958794038,2025-03-01,260,101,Queuing traffic,304.958878435617,1,8,93,3,15.647394256217767,266.8104222425519,107.43136914008335,1,35,76.37802268376757,133.88234728690009,74.95836332783679,Moderate,1004.2058197920434,17.585083303682964,305.74469566269187,1,9,11873,scattered clouds,197,Thunderstorm,4.903124591287557
ho chi minh city,52,1225.3945890481775,2025-03-02,93,102,Queuing traffic,295.7423993194609,1,4,75,6,17.006392109122668,76.37822771228605,109.19175889954279,1,58,92.53652991949326,74.07847564100308,59.961760234897575,High,1019.8514349095035,15.532998947546513,291.4740071311344,4,5,12420,few clouds,277,Thunderstorm,3.4400548602457044
ho chi minh city,75,1193.4407965946484,2025-03-03,235,109,Road maintenance,300.1116037903884,4,8,42,2,15.108552900643597,223.26998449602868,107.42870093861194,2,23,99.3585980623348,128.45152547940867,100.1603729091023,Moderate,1005.1944025132686,21.777150191186852,309.9423316889224,2,5,7698,thunderstorm,285,Clouds,6.047523463398908
da nang,43,802.9079312474034,2025-03-04,161,101,Road maintenance,309.05320440792303,10,1,87,8,17.211835463177167,122.79070086471656,107.1716184142693,1,25,115.65011848398882,125.97567853611767,61.916051176183615,Moderate,1000.429778233502,22.779274375411028,291.6516459973298,1,5,10423,scattered clouds,224,Rain,4.207623755216105
ha noi,64,1497.4927484632794,2025-03-05,92,105,Road maintenance,293.64219599957545,4,15,50,2,15.980362253111233,72.48009757514599,108.3795875253372,3,59,139.32779837296857,65.76209510995875,73.8163802256725,High,1024.292152174777,23.53597678637741,298.1589020480485,4,5,7422,scattered clouds,194,Clouds,9.351750563811322
ha noi,74,1428.7874473802399,2025-03-06,73,104,Road maintenance,306.9326916513428,8,9,68,1,15.665215859463908,169.26904581738586,109.52290186519492,4,31,90.6845600842945,86.08873268215703,123.69602138536618,Moderate,1012.654191676972,14.221523388047085,304.88810351687374,2,2,8951,clear sky,174,Clouds,0.6797116538395257
da nang,43,1199.4251577813525,2025-03-07,110,105,Queuing traffic,292.5605817521488,9,7,97,7,15.168828026522105,269.24622286949506,109.22529314293966,3,2,142.88607408493584,69.36021906575458,98.40515988526926,Moderate,1021.0737759267984,26.119510953688096,309.3802814248318,4,3,9412,rain,315,Rain,5.021658760694626
ho chi minh city,95,1046.2191176296867,2025-03-08,284,108,Accident,306.8069715627875,3,20,25,5,15.028635673451253,159.47644807155683,109.24589226403891,1,30,123.63806358678254,114.2264567827603,58.37491855197696,Moderate,1019.3215110597654,13.833714326500846,296.61961146670075,2,7,19926,few clouds,285,Rain,1.9803212673449346
ho chi minh city,78,1300.2191584571528,2025-03-09,199,103,Other,307.6619161326386,6,10,62,6,15.306805575883152,218.42741504420164,108.49320706291904,3,51,139.3222754590453,76.00040664493868,112.23600095968553,Low,1023.5462310306157,23.106143555539994,290.75594025234625,4,8,7093,clear sky,347,Rain,4.100938796747863
ha noi,1,1468.411835745592,2025-03-10,132,106,Stationary traffic,291.8609104346941,6,16,21,5,17.568325251911613,162.8529758169915,109.85415352765527,3,12,120.14944556184155,147.8996477077589,103.26328336890131,Moderate,1005.3526432904891,14.334175885569394,297.7999058255067,3,7,11016,clear sky,142,Rain,8.98369992901266
ho chi minh city,18,1209.7713426794548,2025-03-11,107,106,Other,291.48392446500856,2,9,85,7,15.439395625186112,51.061493087594094,109.54236774229247,3,41,87.59753797917094,51.916965038464966,113.05766309580088,Moderate,1023.9774358320024,22.03944905152727,305.25661820326087,4,8,5263,thunderstorm,343,Clear,7.522761630544287
ha noi,62,1450.8740963159858,2025-03-12,223,103,Queuing traffic,305.70992681602195,9,20,60,2,16.81452343436319,163.5786009036491,107.17291498927217,3,28,82.62549243300646,103.86076488233697,136.4562124311504,High,1014.4925607635256,24.671528152343,297.7334582917793,3,0,8491,thunderstorm,298,Clear,9.487768271031035
ho chi minh city,23,1372.1416839502192,2025-03-13,198,109,Road maintenance,307.0474721182896,3,7,97,7,16.3906302190333,81.37582717569899,109.98544445849072,3,57,89.8315435085174,67.49128462159955,115.87060630112228,Low,1023.2208779484815,26.709120427903986,308.45103085963416,2,5,13672,thunderstorm,56,Clouds,6.7782863631604675
ha noi,21,818.3855695270231,2025-03-14,172,109,Stationary traffic,303.6532587492148,6,4,95,1,17.496738876913355,164.892488221419,109.78033844011287,3,46,95.45564756780928,115.46611594276074,60.639498239973555,Low,1019.0553971206921,29.036991021991167,290.2356918010268,2,6,8819,clear sky,75,Clouds,4.655468295894414
ha noi,30,1208.5607226650063,2025-03-15,212,102,Road maintenance,291.57154539505945,8,18,82,3,17.60607630270878,164.7103562766029,108.52805327813707,3,19,76.21528167548918,82.62779937947656,143.46576904033685,Moderate,1016.5938106760283,28.40288898969255,298.8838716000009,2,1,5020,few clouds,124,Thunderstorm,9.510150910558934
ha noi,61,1416.85187098381,2025-03-16,298,107,Road maintenance,308.713803098374,6,11,63,1,15.135392711187293,226.96717834653506,108.24779301723773,1,39,118.4747262882701,53.60855730415667,100.23676142789256,High,1017.7656046926132,25.698028840895912,290.3725387939039,2,6,5637,thunderstorm,285,Clouds,2.9872638074441205
ha noi,100,901.8088509339218,2025-03-17,34,105,Closed,293.2136927029244,9,12,84,3,16.645562493836763,125.63171431678103,109.09450382590903,2,35,125.98849257814032,140.36972524620433,109.53074407784172,High,1010.0552499398741,14.192253987187433,304.54710511409866,3,8,11744,rain,135,Thunderstorm,6.456664360559148
da nang,11,1387.857264604428,2025-03-18,86,106,Other,298.18981177816073,8,10,64,2,16.309456864644883,267.07346831640814,108.93911801155113,3,53,63.80046343023912,58.56821461961772,125.40484132357147,Low,1008.0549645577942,12.306813480805745,302.41915170877013,3,10,5756,clear sky,323,Clouds,3.774023390757121
ha noi,23,1314.5256020547213,2025-03-19,283,107,Stationary traffic,299.66833286852193,1,23,83,9,15.572436808500271,282.401639459772,109.93567553231118,2,20,73.03481062205884,89.0807195980951,149.43872283207958,High,1004.2068508816542,15.304253826482725,306.08114529456634,5,5,14074,rain,338,Clouds,3.2663701743677
ho chi minh city,51,1169.4774071375862,2025-03-20,151,103,Accident,302.51230581936125,3,18,54,6,15.146458048265073,132.72766906458074,109.70333826734134,2,26,70.88235129230748,110.77264975047981,144.9411409472934,High,1014.008345701261,12.790528307453188,301.33131740086975,3,0,10781,thunderstorm,328,Rain,4.8279840418288735
ha noi,7,1192.4248910387241,2025-03-21,229,106,Other,292.3807860641714,1,0,89,8,17.4699170487893,227.18653228243582,109.16887469828363,2,45,103.18683782746436,148.75612490658733,54.57955802915731,Moderate,1019.2155313063894,14.63966621767744,297.05206874221125,3,1,9174,rain,223,Thunderstorm,9.36219654805939
ho chi minh city,53,1445.298779848255,2025-03-22,74,102,Queuing traffic,305.1404916880756,3,15,83,5,17.76758781532594,100.4270444863813,107.61749976060743,3,49,143.93054296520754,61.57333295189456,136.36640483246407,Low,1009.5064132310904,13.693921316743186,299.93100389553655,2,2,16180,scattered clouds,255,Rain,1.336438900594393
da nang,12,1228.1803290110893,2025-03-23,90,103,Other,301.23332137629416,8,22,33,2,16.768535220581658,127.40025620468882,109.4979050123199,4,1,68.62729783998046,81.44978790979451,66.90225127824462,High,1013.0866600439315,26.904397037788698,291.39936914453375,5,9,15329,scattered clouds,252,Clouds,8.092574582860866
ho chi minh city,31,1039.1739476492428,2025-03-24,90,105,Closed,297.3713644282717,9,1,97,2,17.243408027275777,60.21837932751387,108.20370469445903,3,15,96.39898948135023,102.91681420953853,84.374562254164,Moderate,1022.7387037791394,26.165670735840347,298.46661074050564,1,8,19624,few clouds,249,Thunderstorm,4.276915802794432
da nang,50,929.928204091202,2025-03-25,203,105,Queuing traffic,303.18276790390235,7,9,26,2,15.257230510830187,277.5799634589175,108.67266276902798,2,25,76.58925550267729,91.89021737719307,134.8898600991745,Low,1019.3500344710994,19.162156239732596,298.4982387541387,1,1,12670,few clouds,251,Clear,6.853767814256391
da nang,99,1405.2277077050917,2025-03-26,202,101,Heavy congestion,301.7563231364258,5,8,76,8,16.288662926740543,246.8559438896263,108.01767363916744,3,27,132.21251505029457,78.64528271917126,112.41282691219934,Low,1010.5830756304017,29.633658831306583,294.779177636803,5,4,8881,scattered clouds,220,Rain,6.229853097464382
ha noi,17,1092.0632825065954,2025-03-27,79,100,Closed,301.63982205951356,4,0,97,6,15.469981505951953,186.00973064116727,109.19349214133454,3,5,145.6731493807779,140.92976167221866,147.69048598745348,High,1008.6447570712775,10.449520487681298,298.42398852229763,3,9,7497,scattered clouds,258,Thunderstorm,4.334574824588222
da nang,42,865.492195667282,2025-03-28,141,107,Queuing traffic,298.8665487948193,1,4,81,3,15.985408741836903,174.1696885457074,109.47388441821404,3,51,117.64206694712715,119.65412141603834,132.14978036090838,Moderate,1000.7314710511948,16.930795535242154,299.7051685002062,5,7,8144,thunderstorm,160,Clouds,8.522330155890955
