city,cloudiness,co,date,delay,event_code,event_desc,feels_like,gb-defra-index,hour,humidity,iconCategory,latitude,length,longitude,magnitudeOfDelay,minute,o3,pm10,pm2_5,pollution_level,pressure,so2,temperature,us-epa-index,uv,visibility,weather_desc,wind_deg,weather_main,wind_speed
ha noi,54,1251.6745023780786,2025-01-11,206,104,Queuing traffic,294.3816388747894,8,13,71,3,15.720040711988904,277.02280899734154,107.88143506045161,1,16,118.39405533468509,130.9315652218415,143.26557527358068,Moderate,998.8230012994397,24.099446993163788,292.32854562435233,2,6,20000,clear sky,204,Thunderstorm,0.5809301379781815
ho chi minh city,51,1375.428307131949,2025-01-12,167,101,Closed,307.8256746650149,4,11,55,9,16.714902582788365,274.19614632720675,107.93996537090707,4,9,54.34473410373973,87.13493110347065,128.03251677148236,Low,1010.4597514711768,19.88543505052347,302.9735696344475,2,5,15270,rain,357,Clouds,1.0844940227178996
ha noi,48,1062.8537941769505,2025-01-13,112,108,Stationary traffic,297.91704655189596,4,9,49,9,16.08932033194945,298.284305901746,109.59357429364537,4,55,96.06333987866296,151.8318298308842,54.44732806677471,Low,1025.0428813277163,13.927883453647745,306.23808168731176,3,7,17399,scattered clouds,6,Rain,2.896469837148102
ha noi,32,833.5825441648475,2025-01-14,102,100,Stationary traffic,305.0149387840393,1,4,73,3,16.740578058827502,146.56676606731253,108.8727253845717,3,40,111.94076874702661,56.381240413597354,76.37251853123563,Moderate,1002.114860396496,16.452236784249024,296.55200498841685,2,5,10495,scattered clouds,154,Thunderstorm,9.951102281556363
da nang,73,941.7234429009577,2025-01-15,228,106,Closed,306.62151607492035,3,22,37,4,16.84768070065126,293.45895118283744,107.20973839425731,3,42,135.27303169515116,100.67770190649073,91.52208161885967,Low,1024.2269461388619,13.458681922886392,292.82829590934404,2,6,6113,thunderstorm,108,Rain,7.529244524722389
da nang,51,1427.644062857374,2025-01-16,135,108,Closed,308.40019964538726,7,11,65,1,16.025328112987808,161.04261219573175,107.12494287165619,4,46,125.07152607977929,96.92990237235117,113.76746657096307,High,1011.932359382218,28.255666041126496,308.04590565399235,1,5,15934,clear sky,131,Rain,-0.25901112828761974
da nang,61,1012.4257908009572,2025-01-17,103,103,Heavy congestion,291.6887685652917,2,10,27,8,16.60079491565049,125.94512024524388,108.16205214478438,3,42,57.48965647430471,82.57141770812937,54.58361636585085,Low,1014.157669017646,17.60576411636075,296.00238213658844,1,6,7030,rain,201,Rain,3.247820452000844
da nang,57,1087.220831412322,2025-01-18,133,101,Queuing traffic,297.8982953903538,8,6,34,8,16.91860531451119,171.67734821791618,109.48737330385151,1,49,102.92717049579262,109.18834602452382,46.4367869150564,High,1017.2988763027533,11.582242918425445,303.9656284705433,1,8,18751,scattered clouds,145,Clouds,3.8375225089364977
da nang,68,1399.9122209453342,2025-01-19,113,102,Other,307.1022599945143,9,10,36,4,15.480684124113537,114.47572617251193,109.03598396308924,3,13,136.7042670826642,150.106480581169,132.79966251046446,Low,1004.0616531722422,11.563914282829447,297.4068408545603,2,5,18417,clear sky,117,Clouds,6.658223777917384
ha noi,12,1029.4184528359228,2025-01-20,215,100,Closed,301.84576226366886,8,21,40,4,15.110935154107825,192.06123780450773,107.90246698162149,4,42,59.36537627307096,116.5683152472264,89.57468276602037,Low,1004.7484715685924,25.16006364529723,289.48154876344404,4,5,18311,clear sky,109,Thunderstorm,9.182948865019736
ha noi,75,1195.0782091525111,2025-01-21,117,109,Queuing traffic,293.55174986474555,5,16,47,6,15.134251425254652,193.07617454596402,107.31294431926355,2,45,63.616767765816235,53.527479094913055,155.15242079965088,High,1004.2078846795131,15.006035628154757,300.68168263440623,2,2,11179,few clouds,351,Thunderstorm,8.925175236387407
da nang,84,997.4559813094684,2025-01-22,146,100,Accident,294.5394759210259,8,19,53,9,15.38421693120663,71.92557253970453,107.60845747634743,3,28,104.4596891887516,115.25759498724085,138.5268003733861,Low,1018.4015271280027,13.314000208379122,293.77950860670774,2,2,19117,clear sky,345,Clouds,7.752023069047315
da nang,48,1054.1474987345111,2025-01-23,171,102,Heavy congestion,308.72300957994076,6,23,54,5,15.087600677858557,159.3464563890992,107.98159741697684,1,20,65.06517178605097,80.56695554512612,124.34198288652145,Low,1016.0908628884405,21.502027654530174,295.385572573487,4,1,17862,clear sky,19,Rain,2.7344294578904944
da nang,57,1489.966086731761,2025-01-24,158,102,Accident,288.6110296160425,7,7,50,1,14.993839267706775,276.0328204502932,109.49854465771607,2,8,86.04739186455437,55.63435604546373,115.56034204403515,Low,1010.7153254115094,20.656667807637273,297.7268643511874,4,6,19441,scattered clouds,17,Thunderstorm,0.6529553458924434
da nang,94,1467.3290304041077,2025-01-25,73,102,Stationary traffic,308.1546231242827,7,19,52,5,15.949850047151047,266.0602751422535,108.66703034404927,4,16,118.79670533922112,82.35132813833157,140.37937448670073,Low,1005.103002961221,23.561465429436602,295.02887119642776,2,5,13954,clear sky,135,Rain,2.2217173531654977
ha noi,62,1003.266250997069,2025-01-26,153,103,Closed,291.1562926299371,2,6,61,7,17.26376400674589,242.77155715061718,107.09597764978444,1,47,122.62400476123125,132.65637862740638,85.37260134427322,High,1011.3789787072054,27.799040185986737,308.32477800335965,3,9,16456,scattered clouds,102,Clear,8.75897864672227
ho chi minh city,56,1029.4792448274015,2025-01-27,96,102,Accident,307.4505876689302,4,0,59,1,16.032129845902915,283.1322436129788,108.30398886204067,3,33,107.19798383736617,120.16516928124642,98.6496036747469,High,1009.4259897064288,16.209891194611217,295.28643054271373,2,6,14575,rain,95,Rain,4.023651476250713
ha noi,68,854.749146180116,2025-01-28,88,106,Other,292.0702553720939,3,13,33,8,15.546240298074597,110.10872404304598,108.56018989317047,2,51,149.50950171154867,114.37048761070476,83.18331493066694,Moderate,1021.6059306967961,23.688063212952883,307.2460286077003,1,5,12394,scattered clouds,258,Clouds,6.358419454753855
ha noi,36,1162.7327041288836,2025-01-29,148,103,Road maintenance,311.52877040305634,5,23,82,3,15.682994500559996,232.90124575485464,108.379415661113,3,42,109.41458932471812,111.55114413517602,57.763972535477095,Low,1015.3492236693428,25.26250558703604,301.467253568604,4,5,20000,rain,132,Thunderstorm,5.633812693789482
ha noi,71,1189.5700267290317,2025-01-30,299,100,Other,301.26229227459334,7,17,66,1,17.07896804967577,201.37407847503096,107.17201556189204,3,19,112.94182227167367,120.2994372717297,130.9310876960163,Moderate,1018.3588256654448,20.904977244261314,304.052899959101,4,2,10746,thunderstorm,202,Thunderstorm,7.064253796797926
da nang,17,900.6273603130811,2025-01-31,244,101,Heavy congestion,299.618219280423,5,17,58,4,16.1453727824645,74.48920209848019,107.41533140430651,1,3,133.73418448701847,128.12649013393556,86.88694582482643,High,1013.851983531396,16.009609706621962,290.5841242890075,2,2,20000,clear sky,39,Clouds,3.9406392352180686
ha noi,34,953.9100811782586,2025-02-01,115,101,Closed,304.638710796195,1,17,50,2,17.58862506490382,192.22494982901497,107.41142624981842,1,34,147.5081904222731,121.25930402763981,70.14213983627799,High,1005.6800861161082,20.94554200080089,302.81852658917177,3,4,18755,few clouds,44,Rain,1.8423190616972063
ho chi minh city,60,1385.4288935254517,2025-02-02,156,105,Other,293.78439619384096,6,15,45,6,15.772358304808941,81.496146389811,107.78267600451741,4,48,111.05623813330267,88.31925999237544,146.55815028681567,Low,1023.4852539968011,11.399644354984028,290.0318903438286,1,3,16724,clear sky,313,Clouds,5.87283455648274
ha noi,67,1320.6812212935895,2025-02-03,134,107,Heavy congestion,298.6844484594816,4,13,56,1,17.01255925282945,282.6981317717328,108.65516359757328,2,35,129.6960918301794,76.11771595017962,134.27066027586443,Low,1006.5775842895331,24.168803995947755,301.64739475200395,2,6,7815,rain,54,Rain,5.880217553599551
ha noi,78,968.5128126657146,2025-02-04,116,101,Queuing traffic,305.7258171190173,2,3,69,7,17.5301918410016,275.52569033273636,109.62379128795487,1,35,67.17776301571111,141.63043492973443,91.22148751901553,Moderate,1005.1091789787234,31.33994670046578,295.48787637810005,3,4,15986,rain,4,Clear,7.065655726367811
da nang,60,1449.2318094549082,2025-02-05,142,107,Heavy congestion,297.9158674317508,5,19,41,8,17.23939748941254,206.15951783214007,107.6616112208524,3,4,119.69732002113714,48.2827395430074,79.41480050585987,Low,1021.535713421435,14.632236226876138,298.95619781438046,3,4,5368,scattered clouds,10,Clear,3.9433091568131364
ho chi minh city,58,1406.1386558111228,2025-02-06,145,105,Other,309.38733644936025,5,5,64,2,15.918497957723106,208.46810744584354,108.60550989609672,1,57,116.45184581102244,112.77358766792517,108.43895781862302,High,1022.3597400487733,8.952735626572043,294.58787523662255,1,4,17390,clear sky,157,Clear,2.7016140136731575
ha noi,48,1071.8363970013124,2025-02-07,182,107,Queuing traffic,311.25169260337816,4,23,66,4,17.479785036934974,243.39396482675804,109.20414171457047,2,23,79.58433025439749,108.08258774459372,73.74810853227196,Low,1020.5788059178426,24.380748392946966,291.7335770512701,2,4,20000,rain,144,Clouds,10.256740824234557
ha noi,25,940.8412925458541,2025-02-08,183,105,Accident,300.18904578846184,2,5,61,4,15.411530436712502,189.8809141035513,109.19358918640675,1,34,122.19729061845797,67.06884348452381,147.09831169075727,High,1023.8349543658863,16.995841772243008,301.5684892679347,2,2,15272,clear sky,167,Thunderstorm,10.03211008832012
da nang,36,964.7581698242212,2025-02-09,131,103,Other,302.6577304246515,7,6,55,8,16.97304860407613,265.00873139242987,107.6183540560586,1,31,58.389224714315986,103.39003834496808,49.930836817701184,High,1014.7127929465248,27.45522962358048,309.4419244056478,4,4,14914,few clouds,126,Clear,7.007516749110818
ha noi,32,1460.1880498142282,2025-02-10,186,105,Other,307.4635691278385,4,3,70,9,17.392416874906402,227.4634052643034,109.72145320732926,1,48,99.68087812972843,97.52923920774548,89.96343025518773,Low,1017.9415765190181,24.308809946175444,295.8328075063293,2,9,20000,few clouds,296,Clear,0.5054870395348333
ha noi,67,1081.0182294010747,2025-02-11,84,107,Heavy congestion,298.9928285648121,9,18,77,2,15.582178383534833,225.29461910990386,107.85267644849446,1,55,110.83731881807404,69.56119763637982,55.60787265661751,Moderate,1006.1837491774547,24.440367898691026,303.12980527605214,1,4,6328,rain,91,Clouds,8.847259930162954
da nang,35,1500.8123547136322,2025-02-12,147,106,Queuing traffic,298.62376742494934,5,6,43,2,15.97074150038838,59.53458801330631,109.52015099093907,4,45,78.35366092901826,83.6684358957887,141.91181576066833,High,1003.9411792131147,25.397655935847542,307.07523319063716,3,7,13055,clear sky,164,Clouds,4.721151035298851
ho chi minh city,100,1200.9059991977324,2025-02-13,44,105,Closed,301.31931031866173,2,12,75,1,15.737778975425353,57.599777479273826,107.19645188446978,3,37,102.09962120837157,141.60991628466232,79.89714700410278,High,1007.5042961618212,29.59073422003674,305.17256866262915,2,5,16534,thunderstorm,300,Rain,8.072742334995079
ha noi,24,924.405267961922,2025-02-14,120,104,Road maintenance,308.0341057622836,3,15,52,1,16.62697436368815,225.96050554544303,108.84650919478354,4,6,57.41044220742247,82.72905002885412,76.64415531790613,Low,1016.0010513476593,23.06969649337464,297.0358121215961,3,4,9009,thunderstorm,230,Clouds,4.735287049812614
da nang,46,1438.321611537716,2025-02-15,204,107,Stationary traffic,289.78315089419624,5,6,57,3,16.641628327145597,206.37211147621935,108.10039468459418,1,35,81.11805104010843,103.22384604005357,75.76969481175642,High,1012.8244402725328,9.940869170223339,300.5444967016581,3,2,16651,scattered clouds,102,Clear,4.331878431614455
ha noi,53,1157.3344795899293,2025-02-16,127,104,Stationary traffic,299.50658639294676,4,17,64,8,17.77019293202801,227.9681570971934,109.27897183312895,1,39,135.13559613696165,104.92159511843472,128.43412269327868,High,1013.3201593039515,15.897803785479361,307.99664549263485,3,2,10680,scattered clouds,96,Clear,3.9896359115376825
ha noi,2,945.6228908756751,2025-02-17,111,104,Accident,293.71399838181657,4,4,41,1,16.454878899896368,292.29039319759187,108.61098866980201,4,53,124.95509633003165,93.90372061103108,126.15086295212376,Moderate,1023.6109112999875,28.6249433199204,306.0766665720189,4,1,12459,rain,31,Clouds,3.335183816281081
ho chi minh city,39,835.140333689599,2025-02-18,138,102,Road maintenance,301.16077993165936,7,12,81,1,15.147852744544457,283.016794946291,109.71987945922625,2,8,113.01498762536836,69.20193320530119,74.94770134157571,Moderate,1022.0115473688269,10.75687287449839,300.46210958269,3,6,11772,scattered clouds,18,Clouds,7.071926999429358
da nang,61,973.7532104751235,2025-02-19,189,106,Accident,302.7988120836547,5,17,51,5,16.336506728937,208.41220983416792,108.40084302573311,1,0,61.33603637967762,105.57669458874133,130.15911294462117,High,1008.4241701706744,26.93474303019323,293.83464002764794,1,7,8019,clear sky,10,Clouds,3.924845538563625
ha noi,47,1373.1522459437072,2025-02-20,146,104,Accident,304.4461356985007,10,17,43,9,17.944254171121333,93.2510358630143,109.2290944497941,3,27,127.18229220926432,94.5122459636275,109.10073368293304,Moderate,1021.7264646279247,14.63078786352915,306.9813417204811,2,0,16191,thunderstorm,272,Clear,9.105080474564263
ha noi,39,841.2844945044927,2025-02-21,59,109,Accident,295.1862842558117,5,14,59,9,17.28455387426003,122.64144768721765,108.23379024479763,1,58,102.03507903173063,112.30371804582697,124.7377622568068,High,1000.6430227760666,21.316371684354614,308.80786088929773,3,4,10735,clear sky,266,Clouds,1.6045840521726162
da nang,66,1255.3051851510938,2025-02-22,181,103,Stationary traffic,300.8315764894446,5,2,53,2,17.730896934102805,207.98341612626868,109.17336048243374,2,50,149.83608685601362,103.73961770453974,133.3917746199305,Moderate,1008.2432263595463,29.104430681582105,295.01803953440094,2,6,20000,few clouds,209,Clouds,0.1168038003767633
ha noi,63,1036.1027098505458,2025-02-23,189,107,Stationary traffic,299.90098095324186,3,14,46,3,15.26454060549542,170.23038714419755,109.98428882444443,1,59,126.54052178054198,124.95466901827726,104.50090935997585,High,1018.4163037171451,17.05028098506548,308.98120830293357,4,3,20000,rain,56,Clear,4.792581295553667
da nang,35,1368.6930423775113,2025-02-24,197,105,Road maintenance,301.0553709591693,5,17,64,1,16.521701635171464,198.91434545118167,107.86724707945075,1,33,124.25592555169891,41.142762096907596,60.95811896609264,Low,1003.5901837533128,22.372410694713935,296.48826460157744,4,3,16819,few clouds,320,Rain,4.5896152187935115
ha noi,15,1185.9667031590561,2025-02-25,40,100,Heavy congestion,306.0766925716431,6,5,77,5,17.096063840185174,139.45146247826543,107.00502327643107,2,20,129.28889370187892,119.22107059350373,71.4689448096126,Moderate,1019.2490534544827,10.123569155210905,304.35885231581074,2,4,14712,scattered clouds,176,Clouds,9.496537622113575
da nang,34,1398.3494195372514,2025-02-26,172,101,Other,294.8512653869015,6,14,57,6,16.38025283366147,68.98004466190957,107.45548645821663,2,51,118.46681475545418,95.11898734151762,143.46346933539536,High,1011.1261263807397,18.836850630886357,301.1774541171067,3,3,12406,clear sky,232,Clouds,2.3123778083262287
ho chi minh city,46,1405.8698422416105,2025-02-27,125,107,Stationary traffic,296.06009616683764,8,17,89,2,15.206449327870878,249.94602420930855,108.71247506712359,3,37,123.92638875859552,105.89375493412885,60.613082658489226,Low,1001.1146884111329,28.106621775588835,309.18374070118216,3,4,16778,few clouds,359,Clouds,9.059636069399186
da nang,37,1282.9498933454533,2025-02-28,210,103,Closed,303.97640645641127,4,19,91,5,15.687498631654016,84.00074655786926,107.45124420493693,4,57,60.37870935205177,73.90619905367896,133.87686902849634,Low,1000.9246005571291,21.243816757401554,297.59657094608616,2,1,20000,rain,191,Thunderstorm,3.447172724663919
da nang,39,1504.832664951847,2025-03-01,219,102,Stationary traffic,297.9880725280056,1,12,50,1,17.000954026665237,110.56675062072333,107.46761662582608,4,55,89.4442927500913,90.86466916155246,85.61190879173822,High,1023.5917105908601,16.434024651698603,295.6045937649539,4,5,12012,few clouds,19,Thunderstorm,5.2855231045557955
ha noi,85,1362.534418902386,2025-03-02,185,106,Queuing traffic,308.82370582448436,4,1,50,4,15.807300298636514,259.62018705498434,109.94298089716862,4,30,126.49379016560957,144.09602969211352,83.16108117679642,High,1027.2404004777152,28.96121842943009,292.41296666288343,3,7,20000,clear sky,268,Clear,6.5652418043819845
ha noi,23,1389.531295394372,2025-03-03,176,103,Closed,303.8890550637363,10,10,54,3,16.321839382409507,287.76552908010285,108.41258353789493,2,34,146.00731105432828,106.24015434430333,139.37555161538987,Moderate,1015.8382693494048,14.851986834448626,297.26728610589504,4,2,18722,clear sky,246,Thunderstorm,8.443671161997543
ha noi,38,877.7466721084336,2025-03-04,104,102,Road maintenance,300.98476360696225,2,10,22,5,16.0359473380726,111.48001267803429,107.52556675235333,1,46,121.1515590805716,108.03612508867577,58.86289082607234,Low,1015.7720557717088,19.903842561057143,297.4502404340123,2,6,20000,few clouds,333,Clear,3.6214313405269345
da nang,43,1238.330195363916,2025-03-05,122,101,Other,297.2368895686852,10,4,61,6,15.57556083991859,140.04881975257356,107.35165081006959,4,6,102.71677431373926,132.51602328832035,136.94295740503114,High,1021.1353946536713,29.601406796063777,300.0913296623655,2,8,14636,few clouds,141,Thunderstorm,6.738103408963314
ha noi,45,1169.3941544117206,2025-03-06,134,100,Heavy congestion,295.64130206784836,4,21,60,2,17.252183931693693,64.41967379133841,108.76924518995376,3,40,87.62796604434587,111.66861067607226,80.46656149794379,Low,1015.1477286160197,21.989233606715363,304.20718624488194,3,6,15892,thunderstorm,342,Clouds,3.0490386851967193
ho chi minh city,48,962.6278928726983,2025-03-07,260,107,Stationary traffic,308.13267904986645,3,12,57,4,16.534426779626283,118.87269589066761,107.86911591291587,3,37,59.04248964732474,111.65196104234603,99.46458536235944,Low,1004.5539678946028,24.33068652627922,305.791008705141,2,4,20000,few clouds,10,Clouds,8.403133767100412
da nang,9,1394.841297862683,2025-03-08,114,103,Closed,303.2136160697678,2,13,68,1,17.86431948869706,70.09150843148277,108.49749294461984,2,20,85.36408920560734,110.99502001584938,146.50334632173352,High,1012.8374963889444,11.141839205197437,294.86893948298007,4,8,17629,clear sky,280,Thunderstorm,10.312306926598694
da nang,39,1188.6279344638745,2025-03-09,126,102,Closed,295.4742511658639,4,9,46,6,17.921783791313235,276.5434760602754,107.05557424574575,2,33,69.65564169114553,74.5085928726898,120.72195624689488,Moderate,1006.4274880425518,12.50547218951677,303.7807835564157,2,5,16585,rain,28,Clear,1.455162645045701
da nang,42,906.4937898248246,2025-03-10,132,109,Road maintenance,303.0836385391914,3,0,42,6,16.640454883729465,225.8134836032708,108.25797912081701,3,22,104.07774810244791,68.13183539052714,111.48895329778728,Low,1002.1828406106694,19.2733399357429,302.11073221002636,3,9,20000,thunderstorm,338,Clouds,2.991344802790685
ho chi minh city,54,1341.0425674796754,2025-03-11,254,101,Stationary traffic,309.4502060264446,3,9,81,5,16.37558141491367,198.25158546725316,109.96856252609375,3,37,119.05217289803706,97.70279506928188,66.3677472542447,High,1009.0935836561752,28.420030283482763,304.76841431865284,3,3,19417,thunderstorm,304,Clouds,8.44285836803657
ha noi,45,842.5782063933593,2025-03-12,179,104,Queuing traffic,293.45168291309903,1,14,59,8,16.74953599571499,81.75178575277873,108.98498267025494,3,26,119.1579200529475,78.19653712694321,89.48777931167477,Moderate,1019.549734202379,16.48237581835219,309.1077676370074,2,3,17785,thunderstorm,41,Clouds,8.971153180473271
ha noi,46,921.4764535707319,2025-03-13,60,107,Closed,301.7329750537218,6,15,74,4,16.850005417821254,230.09779893505618,108.12464248918002,4,31,56.73266760661967,97.97362188855156,119.81559395844376,Moderate,1020.0068035637188,18.5929605596804,300.6539214390893,2,2,20000,scattered clouds,33,Thunderstorm,2.5862511933801446
da nang,29,1437.598384638735,2025-03-14,145,101,Stationary traffic,307.7724974268832,8,17,62,9,17.031359381038712,117.17658806090829,108.90305306983453,2,22,54.323420559777475,100.77543221082895,48.20258693684418,Low,1018.997697216269,10.968405609829466,300.91106925714075,4,4,18879,few clouds,2,Clouds,7.026941155737149
ha noi,2,869.3036895297708,2025-03-15,170,101,Stationary traffic,305.1098295420758,3,6,29,8,15.044687043016543,113.0345422926778,109.84699222474934,2,50,126.63319186127407,81.30642951172211,91.71678648595237,High,1026.537820083012,10.231830098307846,298.9937240208868,2,2,18622,few clouds,113,Clouds,5.99359012924303
da nang,43,1116.1763412602313,2025-03-16,172,106,Stationary traffic,294.880659314783,1,10,68,7,16.42736336675166,179.86971949595275,109.32172023085366,2,49,123.68900989389472,77.26961997761748,55.5716730809996,High,1008.2966627399735,17.57548638948297,297.2051889950184,2,6,11579,thunderstorm,313,Clouds,1.633883578332811
ha noi,48,1117.854615336717,2025-03-17,119,109,Accident,299.4708564295561,1,21,45,3,16.099477024447395,193.1731264872805,107.61074879513237,4,53,153.2082983350834,99.99394983439649,144.95867071896083,Moderate,1008.54158777793,12.185291693957318,290.4595024013198,1,5,5000,few clouds,125,Thunderstorm,7.040329747038898
da nang,51,1002.9750673798355,2025-03-18,129,109,Road maintenance,294.8224256110008,3,20,65,7,16.16535779632631,182.3836370944168,108.57313143348279,3,46,81.3150753086254,69.52126591080024,50.050434386651055,High,1005.9760168391722,16.757344607953485,291.549914287787,1,8,20000,rain,225,Rain,2.705443270275363
ho chi minh city,40,1059.0680644259419,2025-03-19,82,101,Other,303.79162043980983,4,3,41,4,16.970414302971648,219.77020628429318,108.06794328658975,2,59,115.86000523699374,73.85871695332862,118.92768634102687,High,1012.7731509366681,26.216976308060538,306.25183260886064,3,5,18279,scattered clouds,3,Thunderstorm,5.919852792508487
ha noi,80,857.2962407819406,2025-03-20,162,102,Queuing traffic,296.9874634150513,5,0,65,1,17.778483770203554,76.27112452489938,107.74128517398059,3,45,88.53059915386432,66.38302184446371,76.37806788535397,Low,1007.3186625408562,23.441835034958032,293.95985594885343,2,5,11340,clear sky,43,Clouds,7.141259752096028
ho chi minh city,46,1461.5575392738979,2025-03-21,57,104,Heavy congestion,293.46442915501547,6,14,72,9,16.062972449168612,260.1103802664218,108.86193391673244,4,20,69.46250578559068,92.16866108577189,117.50372969456264,Low,1012.40742181298,20.01721519831321,306.42112231650253,4,4,6962,rain,77,Clear,2.555245633529366
ho chi minh city,78,1429.9169508271,2025-03-22,127,100,Road maintenance,291.5672297806327,6,4,39,6,17.915020116704543,272.71257748713003,109.71847020597309,4,28,143.84732450194863,120.48809463397811,69.99461926968414,Low,1001.8166461507507,16.463774081615107,301.2549704264217,1,7,10292,clear sky,26,Clouds,1.6504747965379925
ho chi minh city,29,1287.2689319974907,2025-03-23,109,104,Closed,307.259862884898,6,18,58,8,16.921561639092396,117.12332912135523,107.73933324979316,2,46,72.3624151177422,138.27613940703108,133.88111096562122,Moderate,1021.9682837921555,20.907964691808118,300.0988297368022,2,5,18084,clear sky,184,Rain,8.77094327082503
ho chi minh city,39,883.2930228688966,2025-03-24,166,106,Accident,299.96381907330704,1,0,58,3,17.00203646807444,60.599815517906364,108.94822652576013,4,26,127.87050285127124,126.30715008225236,95.51339666194266,High,1005.2077874203626,15.635288805847969,303.88261748160556,4,10,17522,rain,253,Rain,7.508552689820572
ha noi,61,1005.0890953751663,2025-03-25,77,102,Accident,301.4287149781589,1,5,70,9,15.008457524153302,290.37371373032283,107.53451690474807,1,44,61.43679890215512,136.94284925297455,137.50868887889385,High,1017.3534434938819,14.339938254428603,293.65121500614663,3,4,12900,rain,351,Rain,8.83951668964898
ho chi minh city,38,1067.496345658932,2025-03-26,119,109,Accident,293.76585712279854,3,15,53,8,15.751221566689113,266.7766689685492,107.07891254429555,1,22,142.0770578270831,123.47165450164539,121.05288502289972,High,1024.8980259959799,14.646006328381995,296.32644289679104,3,2,8910,scattered clouds,40,Clouds,6.367218395463618
ho chi minh city,48,1394.783401528596,2025-03-27,142,106,Stationary traffic,306.02862271859846,3,7,78,6,15.402610846111223,260.8160327793143,109.99397761841325,3,28,72.83163864433457,136.50616190277293,90.01903660225078,Low,1004.6666186866104,17.61251297371806,310.3674723511872,3,8,12134,thunderstorm,192,Clear,5.989889629023881
da nang,37,1248.4514993017895,2025-03-28,153,104,Queuing traffic,293.17390159437804,3,10,39,9,15.254437579212015,67.32626949330046,107.15109898218422,1,5,140.696150966042,80.08435348720718,80.42919472819788,Low,1015.0283193155295,27.34888164093378,306.1474404787226,2,4,9129,rain,69,Rain,2.5878328420438805
